brand,current_price,old_price,discount,description,ratings,times_reviewed,rom,ram,battery,camera,sim port,screen_dim,android_ver
XIAOMI,189999,0,0,"New Xiaomi Redmi Note 7 Pro  6.3""（6GB +128GB）MIUI 10（48+13MP）4000mAh  Smartphone - GOLD",5.0,1,128.0,6.0,4000.0,13.0,Dual SIM,6.3,8.1
Tecno,44500,48000,-7,"Spark 4 (KC8) 6.52"" HD+ Dot Notch, 2GB RAM+32GB ROM, Android 9 Pie, 13MP+8MP, 4000mah, 4G Smart Phone- Vocation Blue",3.7,3,32.0,2.0,4000.0,13.0,Dual SIM,6.52,9.0
XIAOMI,63490,121500,-48,"Redmi Note8, 4G, 6.3 Inch (4GB RAM + 64GB ROM) MIUI 10, Four Rear Caremas - BLUE",5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,6.3,8.1
Cubot,71999,79999,-10,X20 Pro 4G Phablet 6.3 Inch Android 9.0 6GB RAM 128GB ROM 4000mAh Battery-Ocean Blue,4.0,1,128.0,6.0,4000.0,13.0,Dual SIM,6.3,9.0
Nomu,32999,45999,-28,"S30 Mini 4G 4.7""inch(3GB RAM 32GB ROM) Android 7.0  8.0MP Rear Camera 3000mAh Battery - Silver",3.85,6,32.0,3.0,3000.0,8.0,Dual SIM,4.7,7.0
XIAOMI,63760,121500,-48,"Redmi Note8, 4G, 6.3"", 4GB RAM + 64GB ROM, MIUI 10, Four Rear Caremas - White",5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,6.3,8.1
XIAOMI,63760,121500,-48,"Redmi Note8, 4G, 6.3 Inch (4GB RAM + 64GB ROM) MIUI 10, Four Rear Caremas - White",5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,6.3,8.1
Itel,23000,0,0,"A33 5.0"" Screen, Android 8.1, 16GB ROM + 1GB ROM, 2PCS 2200mAh Battery, Fingerprint, 5+2MP Camera - Blue + FREE CASE",4.25,212,16.0,1.0,2200.0,2.0,Dual SIM,5.0,8.1
Itel,20499,25000,-18,"A16plus - 5.0""Screen 8GB ROM-1GB RAM, Android 8.1(GO Edition) 2050maAh 5.0MP AF Camera - Phantom Black",5.0,1,8.0,1.0,4000.0,5.0,Dual SIM,5.0,8.1
Itel,29490,30000,-2,"P33 Plus 6.0"" Android 8.1  (16GB+1GB RAM,) Dual Rear Camera - Gradation Blue +FREE CASE",4.4,233,16.0,1.0,4000.0,13.0,Dual SIM,6.0,8.1
